date;artist;track;spotify_data;album_name;album_release_date;track_popularity;artist_id
2022-07-04;Placebo;BEAUTIFUL JAMES;Never Let Me Go|2022-03-25|37|6RZUqkomCmb8zCRqc9eznB;Never Let Me Go;2022-03-25;37.0;6RZUqkomCmb8zCRqc9eznB
2022-07-04;Billy Idol;BITTER TASTE;Bitter Taste|2021-08-11|59|7lzordPuZEXxwt9aoVZYmG;Bitter Taste;2021-08-11;59.0;7lzordPuZEXxwt9aoVZYmG
2022-07-04;Artur Andrus;ZUPA NIC;|||;;;;
2022-07-04;Ralph Kaminski;PIĘĆ MINUT ŁEZ;"Pięć Minut Łez (From ""Moje wspaniałe życie"")|2021-08-19|49|7l1IUcuGTEXMuD1aN3wFqw";"Pięć Minut Łez (From ""Moje wspaniałe życie"")";2021-08-19;49.0;7l1IUcuGTEXMuD1aN3wFqw
2022-07-04;Strachy Na Lachy;ZACHMURZONY W TOBIE;Piekło|2021-10-01|29|4DXXg7xzgKAEYeFhh9wAtk;Piekło;2021-10-01;29.0;4DXXg7xzgKAEYeFhh9wAtk
2022-07-04;Elton John;FINISH LINE;The Lockdown Sessions|2021-10-22|47|3PhoLpVuITZKcymswpck5b;The Lockdown Sessions;2021-10-22;47.0;3PhoLpVuITZKcymswpck5b
2022-07-04;Eddie Vedder;LONG WAY;Earthling|2022-02-11|48|0mXTJETA4XUa12MmmXxZJh;Earthling;2022-02-11;48.0;0mXTJETA4XUa12MmmXxZJh
2022-07-04;Bluszcz;ODRA;Odra|2021-08-19|30|4QUfzPnzzNf93Y6VKxZVlD;Odra;2021-08-19;30.0;4QUfzPnzzNf93Y6VKxZVlD
2022-07-04;Diana Ross;THANK YOU;Thank You|2021-06-17|58|3MdG05syQeRYPPcClLaUGl;Thank You;2021-06-17;58.0;3MdG05syQeRYPPcClLaUGl
2022-07-04;Krzysztof Zalewski;WILK;Wilk|2022-02-15|30|1U1eSs7M2ENf09cDx4lavK;Wilk;2022-02-15;30.0;1U1eSs7M2ENf09cDx4lavK
2022-07-04;Michael Kiwanuka;BEAUTIFUL LIFE;Beautiful Life|2021-10-12|54|0bzfPKdbXL5ezYW2z3UGQj;Beautiful Life;2021-10-12;54.0;0bzfPKdbXL5ezYW2z3UGQj
2022-07-04;Maria Peszek;LOVESONG;Ave Maria|2021-09-10|40|2bJ904AqmK8LRH9fGShlQM;Ave Maria;2021-09-10;40.0;2bJ904AqmK8LRH9fGShlQM
2022-07-04;Blurred Pink;CZY TU JEST NASZ DOM?;CZY TU JEST NASZ DOM?|2021-04-11|35|420ExMrSqalFaHc9dypLlN;CZY TU JEST NASZ DOM?;2021-04-11;35.0;420ExMrSqalFaHc9dypLlN
2022-07-04;Sting;RUSHING WATER;The Bridge (Deluxe)|2021-11-19|57|0Ty63ceoRnnJKVEYP0VQpk;The Bridge (Deluxe);2021-11-19;57.0;0Ty63ceoRnnJKVEYP0VQpk
2022-07-04;Iron Maiden;THE WRITING ON THE WALL;Senjutsu|2021-09-03|45|6mdiAmATAx73kdxrNrnlao;Senjutsu;2021-09-03;45.0;6mdiAmATAx73kdxrNrnlao
2022-07-04;Skubas;DOBRA CZARODZIEJKA;Dobra Czarodziejka|2021-05-25|41|5BoG8WljgEsbLOtoK5IAok;Dobra Czarodziejka;2021-05-25;41.0;5BoG8WljgEsbLOtoK5IAok
2022-07-04;Dave Gahan;METAL HEART;Imposter|2021-11-12|42|7hKXTmrq3ZppBx881yBbOr;Imposter;2021-11-12;42.0;7hKXTmrq3ZppBx881yBbOr
2022-07-04;The Rolling Stones;LIVING IN THE HEART OF LOVE;Living In The Heart Of Love|2021-08-19|33|22bE4uQ6baNwSHPVcDxLCe;Living In The Heart Of Love;2021-08-19;33.0;22bE4uQ6baNwSHPVcDxLCe
2022-07-04;Iron Maiden;DAYS OF FUTURE PAST;Senjutsu|2021-09-03|43|6mdiAmATAx73kdxrNrnlao;Senjutsu;2021-09-03;43.0;6mdiAmATAx73kdxrNrnlao
2022-07-04;Tears For Fears;THE TIPPING POINT;The Tipping Point|2022-02-25|52|4bthk9UfsYUYdcFyqxmSUU;The Tipping Point;2022-02-25;52.0;4bthk9UfsYUYdcFyqxmSUU
2022-07-04;Organek;DOPPELGANGER;Na razie stoję, na razie patrzę|2021-11-05|29|2cPIQ8eVSqSKGjBQXgi3WH;Na razie stoję, na razie patrzę;2021-11-05;29.0;2cPIQ8eVSqSKGjBQXgi3WH
2022-07-04;Eric Clapton;THIS HAS GOTTA STOP;This Has Gotta Stop|2021-08-27|41|6PAt558ZEZl0DmdXlnjMgD;This Has Gotta Stop;2021-08-27;41.0;6PAt558ZEZl0DmdXlnjMgD
2022-07-04;Marcin Nowakowski;NA RÓŻOWO;Na różowo|2021-10-21|14|3enFhWFiJILf4OYGcTPdMy;Na różowo;2021-10-21;14.0;3enFhWFiJILf4OYGcTPdMy
2022-07-04;Olivia Vedder, Eddie Vedder, Glen Hansard;MY FATHER'S DAUGHTER;My Father's Daughter (From The “Flag Day” Original Soundtrack)|2021-08-16|53|1cALtYxOIn4uWAfNdwcP4E;My Father's Daughter (From The “Flag Day” Original Soundtrack);2021-08-16;53.0;1cALtYxOIn4uWAfNdwcP4E
2022-07-04;Król;ZBYT DOBRZE CI IDZIE;Dziękuję|2021-04-09|29|0gH4VBwt5MwWomiOXloDC4;Dziękuję;2021-04-09;29.0;0gH4VBwt5MwWomiOXloDC4
2022-07-04;Bryan Adams;SO HAPPY IT HURTS;So Happy It Hurts|2022-03-11|50|3Z02hBLubJxuFJfhacLSDc;So Happy It Hurts;2022-03-11;50.0;3Z02hBLubJxuFJfhacLSDc
2022-07-04;Kaśka Sochacka;NIEBO BYŁO RÓŻOWE;Ministory|2021-11-26|56|3ClL18AtCAPwXVT6mUkBDN;Ministory;2021-11-26;56.0;3ClL18AtCAPwXVT6mUkBDN
2022-07-04;Fisz Emade Tworzywo;OK BOOMER!;Ballady I Protesty|2021-10-29|40|0YYxsW13yGiA2e80fu4VIA;Ballady I Protesty;2021-10-29;40.0;0YYxsW13yGiA2e80fu4VIA
2022-07-04;Przyjaciele Pewnej Ryby 2021;KARP TO SKARB;|||;;;;
2022-07-04;Grzegorz Turnau;ZUPA NA PLANTACH;Zupa na Plantach|2021-12-01|35|5bQZCiENsgmW4SvUOc86qI;Zupa na Plantach;2021-12-01;35.0;5bQZCiENsgmW4SvUOc86qI
2022-07-04;Bluszcz;LASY PRYWATNE;Lasy Prywatne|2021-12-02|36|4QUfzPnzzNf93Y6VKxZVlD;Lasy Prywatne;2021-12-02;36.0;4QUfzPnzzNf93Y6VKxZVlD
2022-07-04;Daria Zawiałow;METROPOLIS;Wojny i Noce|2021-06-11|53|0tdKRrbItnLj40yUFi23jx;Wojny i Noce;2021-06-11;53.0;0tdKRrbItnLj40yUFi23jx
2022-07-04;ZAZ;IMAGINE;Isa|2021-10-22|53|1mbgj8ERPs8lWi7t5cYrdy;Isa;2021-10-22;53.0;1mbgj8ERPs8lWi7t5cYrdy
2022-07-04;Sokół;JAK UROSNĘ;NIC|2021-11-19|48|5Kuxl5ZenCl9fYzmtin6ot;NIC;2021-11-19;48.0;5Kuxl5ZenCl9fYzmtin6ot
2022-07-04;Męskie Granie Orkiestra 2021;MAŁGOŚKA;Męskie Granie 2021|2021-12-03|55|5xoXMR6Y8PORwObvyND9ZE;Męskie Granie 2021;2021-12-03;55.0;5xoXMR6Y8PORwObvyND9ZE
2022-07-04;Riverside;STORY OF MY DREAM;Riverside 20 - The Shorts & The Longs|2021-11-19|30|5yjbUO1Jocui7RKE30zfLT;Riverside 20 - The Shorts & The Longs;2021-11-19;30.0;5yjbUO1Jocui7RKE30zfLT
2022-07-04;Archive;SHOUTING WITHIN;Call To Arms & Angels|2022-04-29|38|1Q776wzj2mrtXrNu3iH6nk;Call To Arms & Angels;2022-04-29;38.0;1Q776wzj2mrtXrNu3iH6nk
2022-07-04;Bovska;DZIKA;Dzika|2021-10-27|45|4E8L0A5xtDhcMaeBO7p0eg;Dzika;2021-10-27;45.0;4E8L0A5xtDhcMaeBO7p0eg
2022-07-04;U2;YOUR SONG SAVED MY LIFE;Sing 2 (Original Motion Picture Soundtrack)|2021-12-17|61|51Blml2LZPmy7TTiAg47vQ;Sing 2 (Original Motion Picture Soundtrack);2021-12-17;61.0;51Blml2LZPmy7TTiAg47vQ
2022-07-04;Marillion;BE HARD ON YOURSELF;An Hour Before It's Dark|2022-03-04|24|7ai5TWiOG8g9Hds5AATS28;An Hour Before It's Dark;2022-03-04;24.0;7ai5TWiOG8g9Hds5AATS28
2022-07-04;Ed Sheeran;MERRY CHRISTMAS;Merry Christmas|2021-12-03|61|6eUKZXaKkcviH0Ku9w2n3V;Merry Christmas;2021-12-03;61.0;6eUKZXaKkcviH0Ku9w2n3V
2022-07-04;Jack White;TAKING ME BACK;Fear Of The Dawn|2022-04-08|58|4FZ3j1oH43e7cukCALsCwf;Fear Of The Dawn;2022-04-08;58.0;4FZ3j1oH43e7cukCALsCwf
2022-07-04;Sorry Boys;JADĘ DO DOMU;Jadę Do Domu|2021-12-01|46|0WX7MXOUx7elCFdxdgvdBU;Jadę Do Domu;2021-12-01;46.0;0WX7MXOUx7elCFdxdgvdBU
2022-07-04;Organek;CAŁY TEN FEJM;Na razie stoję, na razie patrzę|2021-11-05|35|2cPIQ8eVSqSKGjBQXgi3WH;Na razie stoję, na razie patrzę;2021-11-05;35.0;2cPIQ8eVSqSKGjBQXgi3WH
2022-07-04;The New Years 2022;A JEDNAK CUD;|||;;;;
2022-07-04;Krzysztof Zalewski;OCZKO W GŁOWIE;Oczko w głowie (Kayax XX Rework)|2021-12-27|45|1U1eSs7M2ENf09cDx4lavK;Oczko w głowie (Kayax XX Rework);2021-12-27;45.0;1U1eSs7M2ENf09cDx4lavK
2022-07-04;Ewa Bem;"PODARUJ MI TROCHĘ SŁOŃCA (KONCERT ""LISTA JEST TYLKO JEDNA"")";|||;;;;
2022-07-04;Natalia Przybysz;ZEW;Zaczynam się od miłości|2022-03-11|44|03KLzHVK6la8dVop1iVI5x;Zaczynam się od miłości;2022-03-11;44.0;03KLzHVK6la8dVop1iVI5x
2022-07-04;Muse;WON'T STAND DOWN;Won’t Stand Down|2022-01-13|68|12Chz98pHFMPJEknJQMWvI;Won’t Stand Down;2022-01-13;68.0;12Chz98pHFMPJEknJQMWvI
2022-07-04;T.Love;POCHODNIA;Pochodnia|2022-01-20|56|2L14uYIQePr3ZEutb6feZz;Pochodnia;2022-01-20;56.0;2L14uYIQePr3ZEutb6feZz
2022-07-04;Voo Voo;ŁAJBA;Łajba|2022-01-15|33|4vC1DrwqCb43puGttDWlwL;Łajba;2022-01-15;33.0;4vC1DrwqCb43puGttDWlwL
2022-07-04;Eddie Vedder;BROTHER THE CLOUD;Earthling|2022-02-11|48|0mXTJETA4XUa12MmmXxZJh;Earthling;2022-02-11;48.0;0mXTJETA4XUa12MmmXxZJh
2022-07-04;Stromae;L'ENFER;Multitude|2022-03-03|68|5j4HeCoUlzhfWtjAfM1acR;Multitude;2022-03-03;68.0;5j4HeCoUlzhfWtjAfM1acR
2022-07-04;Igo;HELENA;Helena|2022-01-04|61|6I5JdHLVup9pIjn9g5K20N;Helena;2022-01-04;61.0;6I5JdHLVup9pIjn9g5K20N
2022-07-04;Sting;WHAT COULD HAVE BEEN;Arcane League of Legends (Soundtrack from the Animated Series)|2021-11-20|67|0Ty63ceoRnnJKVEYP0VQpk;Arcane League of Legends (Soundtrack from the Animated Series);2021-11-20;67.0;0Ty63ceoRnnJKVEYP0VQpk
2022-07-04;Paweł Domagała;DZIECI U DZIADKÓW;Dzieci u dziadków|2022-01-21|43|0Gk98lHv6LlqbWPwdMiga2;Dzieci u dziadków;2022-01-21;43.0;0Gk98lHv6LlqbWPwdMiga2
2022-07-04;Aurora;A DANGEROUS THING;The Gods We Can Touch|2022-01-21|49|1WgXqy2Dd70QQOU7Ay074N;The Gods We Can Touch;2022-01-21;49.0;1WgXqy2Dd70QQOU7Ay074N
2022-07-04;Anieli;JAŚNIEJĄCA;Jaśniejąca|2022-01-21|49|014XDYJJQpJHyaZyxpJrrB;Jaśniejąca;2022-01-21;49.0;014XDYJJQpJHyaZyxpJrrB
2022-07-04;Archive;FEAR THERE & EVERYWHERE;Call To Arms & Angels|2022-04-29|39|1Q776wzj2mrtXrNu3iH6nk;Call To Arms & Angels;2022-04-29;39.0;1Q776wzj2mrtXrNu3iH6nk
2022-07-04;Adele;OH MY GOD;30|2021-11-19|85|4dpARuHxo51G3z768sgnrY;30;2021-11-19;85.0;4dpARuHxo51G3z768sgnrY
2022-07-04;Michael Bublé;I'LL NEVER NOT LOVE YOU;|||;;;;
2022-07-04;Red Hot Chili Peppers;BLACK SUMMER;Black Summer|2022-02-04|74|0L8ExT028jH3ddEcZwqJJ5;Black Summer;2022-02-04;74.0;0L8ExT028jH3ddEcZwqJJ5
2022-07-04;Żurkowski;WESTERN;KURZ|2022-02-11|38|17ZrDcSLNOBMR1oz6w4DXs;KURZ;2022-02-11;38.0;17ZrDcSLNOBMR1oz6w4DXs
2022-07-04;Foo Fighters;LOVE DIES YOUNG;Medicine At Midnight|2021-02-05|52|7jy3rLJdDQY21OgRLCZ9sD;Medicine At Midnight;2021-02-05;52.0;7jy3rLJdDQY21OgRLCZ9sD
2022-07-04;Ladaco;JEZIORO ŁABĘDZIE;Jezioro łabędzie|2022-01-24|24|6smrG6QLzHOOBeIOzHx351;Jezioro łabędzie;2022-01-24;24.0;6smrG6QLzHOOBeIOzHx351
2022-07-04;Bokka;900;Blood Moon|2022-02-25|38|6R2e6FSXY9vhgOulV08FO3;Blood Moon;2022-02-25;38.0;6R2e6FSXY9vhgOulV08FO3
2022-07-04;Fisz Emade Tworzywo;SPEKTRUM BARW;Ballady I Protesty|2021-10-29|36|0YYxsW13yGiA2e80fu4VIA;Ballady I Protesty;2021-10-29;36.0;0YYxsW13yGiA2e80fu4VIA
2022-07-04;Scorpions;SEVENTH SUN;Rock Believer (Deluxe)|2022-02-25|46|27T030eWyCQRmDyuvr1kxY;Rock Believer (Deluxe);2022-02-25;46.0;27T030eWyCQRmDyuvr1kxY
2022-07-04;Czesław Mozil;Z MIŁOŚCI;#IDEOLOGIAMOZILA|2021-11-26|25|5rDWHA1JYXY31soG6Os9cY;#IDEOLOGIAMOZILA;2021-11-26;25.0;5rDWHA1JYXY31soG6Os9cY
2022-07-04;WaluśKraksaKryzys;TO CO MIĘDZY NAMI;ATAK|2021-04-23|45|4kOWvyAkvmkCrIHwW3bODd;ATAK;2021-04-23;45.0;4kOWvyAkvmkCrIHwW3bODd
2022-07-04;Röyksopp;IMPOSSIBLE;Profound Mysteries|2022-04-29|46|5nPOO9iTcrs9k6yFffPxjH;Profound Mysteries;2022-04-29;46.0;5nPOO9iTcrs9k6yFffPxjH
2022-07-04;Hidden By Ivy;UNDER THE WAVES;Absent|2021-11-19|16|2nfwzENcmwKAejFHkmOl0J;Absent;2021-11-19;16.0;2nfwzENcmwKAejFHkmOl0J
2022-07-04;Placebo;TRY BETTER NEXT TIME;Never Let Me Go|2022-03-25|36|6RZUqkomCmb8zCRqc9eznB;Never Let Me Go;2022-03-25;36.0;6RZUqkomCmb8zCRqc9eznB
2022-07-04;Tears For Fears;BREAK THE MAN;The Tipping Point|2022-02-25|53|4bthk9UfsYUYdcFyqxmSUU;The Tipping Point;2022-02-25;53.0;4bthk9UfsYUYdcFyqxmSUU
2022-07-04;Ewa Bem;WYRZEŹBIŁAM TWOJĄ TWARZ W POWIETRZU (LIVE);Live|2021-11-12|15|6E6qou5XcK7fjR7Ikvq0AP;Live;2021-11-12;15.0;6E6qou5XcK7fjR7Ikvq0AP
2022-07-04;Tori Amos;SPIES;Ocean to Ocean|2021-10-29|40|1KsASRNugxU85T0u6zSg32;Ocean to Ocean;2021-10-29;40.0;1KsASRNugxU85T0u6zSg32
2022-07-04;Kae Tempest;MORE PRESSURE;More Pressure|2022-01-10|43|1YcprGtF13BYCZQK9jYPEw;More Pressure;2022-01-10;43.0;1YcprGtF13BYCZQK9jYPEw
2022-07-04;Rammstein;ZEIT;Zeit|2022-04-29|75|6wWVKhxIU2cEi0K81v7HvP;Zeit;2022-04-29;75.0;6wWVKhxIU2cEi0K81v7HvP
2022-07-04;Florence And The Machine;KING;Dance Fever|2022-05-13|69|1moxjboGR7GNWYIMWsRjgG;Dance Fever;2022-05-13;69.0;1moxjboGR7GNWYIMWsRjgG
2022-07-04;Polskie Znaki;NIECH MONARCHOWIE;Niech monarchowie|2022-03-09|37|51mMxJU8FRsiFRbXnYB3or;Niech monarchowie;2022-03-09;37.0;51mMxJU8FRsiFRbXnYB3or
2022-07-04;Florence And The Machine;MY LOVE;My Love|2022-03-10|69|1moxjboGR7GNWYIMWsRjgG;My Love;2022-03-10;69.0;1moxjboGR7GNWYIMWsRjgG
2022-07-04;Karaś/Rogucki;ZAPASOWY TLEN;Zapasowy Tlen|2022-03-08|40|1ZAGaCgMaOtt2yOUm1Qq6x;Zapasowy Tlen;2022-03-08;40.0;1ZAGaCgMaOtt2yOUm1Qq6x
2022-07-04;Michelle Gurevich;GOODBYE MY DICTATOR;Goodbye My Dictator|2022-03-07|40|2lP3Fx1aGCbQvH1F6i5Qeg;Goodbye My Dictator;2022-03-07;40.0;2lP3Fx1aGCbQvH1F6i5Qeg
2022-07-04;Joanna Pocica;TRZYNASTU DZIELNYCH LUDZI;|||;;;;
2022-07-04;Eddie Vedder;INVINCIBLE;Earthling|2022-02-11|52|0mXTJETA4XUa12MmmXxZJh;Earthling;2022-02-11;52.0;0mXTJETA4XUa12MmmXxZJh
2022-07-04;Muse;COMPLIANCE;Compliance|2022-03-17|66|12Chz98pHFMPJEknJQMWvI;Compliance;2022-03-17;66.0;12Chz98pHFMPJEknJQMWvI
2022-07-04;Myslovitz;MIŁOŚĆ;Myslovitz (Edycja Specjalna)|2010-04-16|29|3sntDD4Y2K97qvDq3GPqZ5;Myslovitz (Edycja Specjalna);2010-04-16;29.0;3sntDD4Y2K97qvDq3GPqZ5
2022-07-04;Pablopavo i Ludziki;PROWADZIMY CZYNNOŚCI;Mozaika|2022-03-30|35|5y7leUjjrhUswowWshGpCi;Mozaika;2022-03-30;35.0;5y7leUjjrhUswowWshGpCi
2022-07-04;Red Hot Chili Peppers;NOT THE ONE;|||;;;;
2022-07-04;Sosnowski;PYŁ;Pył|2022-04-08|38|41qXa50750tdWTyhtp1iCq;Pył;2022-04-08;38.0;41qXa50750tdWTyhtp1iCq
2022-07-04;Pink Floyd;HEY HEY RISE UP;Hey Hey Rise Up (feat. Andriy Khlyvnyuk of Boombox)|2022-04-08|58|0k17h0D3J5VfsdmQ1iZtE9;Hey Hey Rise Up (feat. Andriy Khlyvnyuk of Boombox);2022-04-08;58.0;0k17h0D3J5VfsdmQ1iZtE9
2022-07-04;Harry Styles;AS IT WAS;As It Was|2022-03-31|99|6KImCVD70vtIoJWnq6nGn3;As It Was;2022-03-31;99.0;6KImCVD70vtIoJWnq6nGn3
2022-07-04;Kaśka Sochacka;DLA MNIE TO JUŻ KONIEC;Ciche dni|2021-03-26|51|3ClL18AtCAPwXVT6mUkBDN;Ciche dni;2021-03-26;51.0;3ClL18AtCAPwXVT6mUkBDN
2022-07-04;Rammstein;ZICK ZACK;Zeit|2022-04-29|74|6wWVKhxIU2cEi0K81v7HvP;Zeit;2022-04-29;74.0;6wWVKhxIU2cEi0K81v7HvP
2022-07-04;Sanah;SEN WE ŚNIE;UCZTA|2022-04-14|64|0TMvoNR0AIJV138mHY6jdE;UCZTA;2022-04-14;64.0;0TMvoNR0AIJV138mHY6jdE
2022-07-04;Sanah;ELDORADO;UCZTA|2022-04-14|65|0TMvoNR0AIJV138mHY6jdE;UCZTA;2022-04-14;65.0;0TMvoNR0AIJV138mHY6jdE
2022-07-04;Mick Jagger;STRANGE GAME;"Strange Game (From The ATV+ Original Series ""Slow Horses”)|2022-04-01|47|3d2pb1dHTm8b61zAGVUVvO";"Strange Game (From The ATV+ Original Series ""Slow Horses”)";2022-04-01;47.0;3d2pb1dHTm8b61zAGVUVvO
2022-07-04;Polskie Znaki;OH ANGEL;Rzeczy ostatnie|2022-03-25|26|51mMxJU8FRsiFRbXnYB3or;Rzeczy ostatnie;2022-03-25;26.0;51mMxJU8FRsiFRbXnYB3or
2022-07-04;Kwiat Jabłoni;KOMETA;Mogło być nic|2021-02-05|52|53l3yjX8ITilPIlCRsVKEB;Mogło być nic;2021-02-05;52.0;53l3yjX8ITilPIlCRsVKEB
2022-07-04;Anieli;NIEMIŁOŚĆ;Niemiłość|2022-04-20|41|014XDYJJQpJHyaZyxpJrrB;Niemiłość;2022-04-20;41.0;014XDYJJQpJHyaZyxpJrrB
2022-07-04;T.Love;JA CIEBIE KOCHAM;Hau! Hau!|2022-04-22|39|2L14uYIQePr3ZEutb6feZz;Hau! Hau!;2022-04-22;39.0;2L14uYIQePr3ZEutb6feZz
2022-07-04;Igo;BRUDAS;Brudas|2022-04-12|50|6I5JdHLVup9pIjn9g5K20N;Brudas;2022-04-12;50.0;6I5JdHLVup9pIjn9g5K20N
2022-07-04;Artist For Ukraine;MAMY SIEBIE - MUSIC AGAINST WAR;Mamy siebie (Music Against War)|2022-04-20|25|3BzNLpnqZ1IMvso6rdIeUh;Mamy siebie (Music Against War);2022-04-20;25.0;3BzNLpnqZ1IMvso6rdIeUh
2022-07-04;Kirk Hammett;HIGH PLAINS DRIFTER;High Plains Drifter|2022-04-15|44|2ePzbA0F0TD96Na0MEB2Cf;High Plains Drifter;2022-04-15;44.0;2ePzbA0F0TD96Na0MEB2Cf
2022-07-04;Vito Bambino;POSZŁO;Poszło|2022-04-06|55|5XGkLMcwitYFdwroktQs7o;Poszło;2022-04-06;55.0;5XGkLMcwitYFdwroktQs7o
2022-07-04;Sheryl Crow;FOREVER;Forever|2022-03-25|34|4TKTii6gnOnUXQHyuo9JaD;Forever;2022-03-25;34.0;4TKTii6gnOnUXQHyuo9JaD
2022-07-04;Röyksopp;IF YOU WANT ME;Profound Mysteries|2022-04-29|47|5nPOO9iTcrs9k6yFffPxjH;Profound Mysteries;2022-04-29;47.0;5nPOO9iTcrs9k6yFffPxjH
2022-07-04;Architects;WHEN WE WERE YOUNG;when we were young|2022-04-20|64|3ZztVuWxHzNpl0THurTFCv;when we were young;2022-04-20;64.0;3ZztVuWxHzNpl0THurTFCv
2022-07-04;DJ BRK;ROBIĘ CO MOGĘ;Robię Co Mogę|2022-04-18|56|2jNxbYSRQ7pkrxVuOjES7n;Robię Co Mogę;2022-04-18;56.0;2jNxbYSRQ7pkrxVuOjES7n
2022-07-04;Archive;WE ARE THE SAME;We Are The Same|2022-03-15|34|1Q776wzj2mrtXrNu3iH6nk;We Are The Same;2022-03-15;34.0;1Q776wzj2mrtXrNu3iH6nk
2022-07-04;Franio Mucha;MIŚ MAMONA;Miś Mamona|2022-05-06|24|2l1ha2vETw02TOEdpepvEx;Miś Mamona;2022-05-06;24.0;2l1ha2vETw02TOEdpepvEx
2022-07-04;Voo Voo;BEZRUCH;Bezruch|2022-04-21|38|4vC1DrwqCb43puGttDWlwL;Bezruch;2022-04-21;38.0;4vC1DrwqCb43puGttDWlwL
2022-07-04;Dawid Tyszkowski;KOSZULKA;Koszulka|2022-04-21|46|2Lp4rVUJ5ZRZfT8wkWF81K;Koszulka;2022-04-21;46.0;2Lp4rVUJ5ZRZfT8wkWF81K
2022-07-04;The Waterboys;ONCE WERE BROTHERS;All Souls Hill|2022-05-06|33|5TnuP42pw475UrjjeabtwZ;All Souls Hill;2022-05-06;33.0;5TnuP42pw475UrjjeabtwZ
2022-07-04;Kalush Orchestra;STEFANIA;Stefania (Kalush Orchestra)|2022-03-18|77|46rVVJwHWNS7C7MaWXd842;Stefania (Kalush Orchestra);2022-03-18;77.0;46rVVJwHWNS7C7MaWXd842
2022-07-04;Stanisława Celińska;PRZYTUL;Przytul|2022-05-26|17|0sijpMmVF9ui4micUVn9d6;Przytul;2022-05-26;17.0;0sijpMmVF9ui4micUVn9d6
2022-07-04;William Fitzsimmons;LOVE WILL TEAR US APART (GARAŻ 357);|||;;;;
2022-07-04;Natalia Przybysz i Skubas;SYRENA WŚRÓD FAL;|||;;;;
2022-07-04;MARO;SAUDADE, SAUDADE;Festival Da Canção 2022|2022-01-21|70|3NP4jJcW3R6qO6rbtnH0wn;Festival Da Canção 2022;2022-01-21;70.0;3NP4jJcW3R6qO6rbtnH0wn
2022-07-04;Mariusz Lubomski;ŚREDNIOWIECZNOŚĆ;Sęk You|2022-03-25|19|05AVHcWP9DF6y6LEU845uz;Sęk You;2022-03-25;19.0;05AVHcWP9DF6y6LEU845uz
2022-07-04;Administratorr Electro;AMATORZY NOCNEJ CISZY;Amatorzy nocnej ciszy|2022-05-16|31|6FPamV3tkyoMVnCBPejBVy;Amatorzy nocnej ciszy;2022-05-16;31.0;6FPamV3tkyoMVnCBPejBVy
2022-07-04;Luxtorpeda;PRZYGOTUJ SIĘ NA NAJLEPSZE;Omega|2022-06-01|33|0D5kXlS7UOApMpTyuSrFAW;Omega;2022-06-01;33.0;0D5kXlS7UOApMpTyuSrFAW
2022-07-04;Ralph Kaminski;BAL U RAFAŁA;Bal u Rafała|2022-05-16|51|7l1IUcuGTEXMuD1aN3wFqw;Bal u Rafała;2022-05-16;51.0;7l1IUcuGTEXMuD1aN3wFqw
2022-07-04;Classix Nouveaux;FIX YOUR EYES UP;Fix Your Eyes Up|2022-05-16|27|40PsC6cWe7ZQdOUTqF5JgD;Fix Your Eyes Up;2022-05-16;27.0;40PsC6cWe7ZQdOUTqF5JgD
2022-07-04;Harry Styles;LATE NIGHT TALKING;Harry's House|2022-05-20|95|6KImCVD70vtIoJWnq6nGn3;Harry's House;2022-05-20;95.0;6KImCVD70vtIoJWnq6nGn3
2022-07-04;LemON;PTAKI;Ptaki|2022-05-13|46|3B4XG3HanBgkVOybc89Q3T;Ptaki;2022-05-13;46.0;3B4XG3HanBgkVOybc89Q3T
2022-07-04;Blossoms;CINERAMA HOLY DAYS;Ribbon Around The Bomb|2022-04-29|25|22RISwgVJyZu9lpqAcv1F5;Ribbon Around The Bomb;2022-04-29;25.0;22RISwgVJyZu9lpqAcv1F5
2022-07-04;Jack Savoretti;YOU DON'T HAVE TO SAY YOU LOVE ME;Europiana Encore|2022-05-20|43|7nC05zmJukRGYObQeRgg3x;Europiana Encore;2022-05-20;43.0;7nC05zmJukRGYObQeRgg3x
2022-07-04;Męskie Granie Orkiestra 2022;JEST TYLKO TERAZ;Jest tylko teraz (feat. Bedoes, Krzysztof Zalewski & Kwiat Jabłoni)|2022-05-31|61|1WbPJm4WVQvxOEQO1GEJy7;Jest tylko teraz (feat. Bedoes, Krzysztof Zalewski & Kwiat Jabłoni);2022-05-31;61.0;1WbPJm4WVQvxOEQO1GEJy7
2022-07-04;Lady Gaga;HOLD MY HAND;"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")|2022-05-03|85|1HY2Jd0NmPuamShAr6KMms";"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")";2022-05-03;85.0;1HY2Jd0NmPuamShAr6KMms
2022-07-04;Mitch;ALLA SERENITA;Alla serenità|2022-05-20|26|2PQkXVCcXu0Nwf226rzGXq;Alla serenità;2022-05-20;26.0;2PQkXVCcXu0Nwf226rzGXq
2022-07-04;Robert Plant;SEARCHING FOR MY LOVE;Raise The Roof|2021-11-19|44|1OwarW4LEHnoep20ixRA0y;Raise The Roof;2021-11-19;44.0;1OwarW4LEHnoep20ixRA0y
